type,noise,method,index,train,test,mse1,mse2,cor1,cor2
vector,1,FLM1,21,0.4408,0.5453,0.4638,0.5491,0.9357,0.9232
vector,1,FLM1,2,0.2727,0.3586,0.3091,0.3841,0.9582,0.9492
vector,1,FLM1,3,0.2934,0.3425,0.3224,0.418,0.9097,0.9038
vector,1,FLM1,5,0.4169,0.7099,0.4906,0.5057,0.9338,0.919
vector,1,FLM1,4,0.2649,0.2925,0.3091,0.3439,0.9372,0.9322
vector,1,FLM1,1,0.4113,0.4765,0.4437,0.5382,0.8508,0.8314
vector,1,FLM1,8,0.2586,0.4031,0.3056,0.3181,0.919,0.8818
vector,1,FLM1,11,0.3268,0.3101,0.3361,0.3608,0.9716,0.9696
vector,1,FLM1,9,0.2352,0.2352,0.2401,0.2985,0.9126,0.9151
vector,1,FLM1,6,0.2961,0.3557,0.3462,0.3609,0.8931,0.8809
vector,1,FLM1,10,0.3349,0.3116,0.3892,0.3477,0.9221,0.9235
vector,1,FLM1,7,0.7333,0.6405,0.7519,0.8466,0.9118,0.9301
vector,1,FLM1,17,0.1732,0.1769,0.1745,0.1924,0.9485,0.949
vector,1,FLM1,15,0.3773,0.4461,0.3869,0.5185,0.9426,0.9285
vector,1,FLM1,14,0.3441,0.4586,0.3781,0.4748,0.8668,0.8239
vector,1,FLM1,13,0.1811,0.2315,0.2023,0.1965,0.943,0.9328
vector,1,FLM1,16,0.3571,0.3593,0.3989,0.3255,0.9341,0.9444
vector,1,FLM1,12,0.5674,0.5116,0.6079,0.6664,0.9473,0.9494
vector,1,FLM1,20,0.4099,0.4341,0.414,0.5109,0.9499,0.9401
vector,1,FLM1,19,0.3576,0.3686,0.3866,0.3701,0.938,0.9286
vector,1,FLM1,18,0.1964,0.2482,0.1926,0.3003,0.9317,0.9118
vector,1,FLM1,23,0.5954,0.581,0.6451,0.6768,0.8199,0.8094
vector,1,FLM1,24,0.592,0.6667,0.6348,0.6297,0.9184,0.9127
vector,1,FLM1,22,0.3495,0.3914,0.4082,0.3079,0.8645,0.8544
vector,1,FLM1,25,0.172,0.2292,0.1927,0.2054,0.9886,0.9869
vector,1,FLM1,26,0.2401,0.2522,0.255,0.2612,0.9419,0.9396
vector,1,FLM1,27,0.2391,0.2427,0.2464,0.2924,0.9636,0.9601
vector,1,FLM1,32,0.4711,0.7322,0.5065,0.7274,0.9262,0.8903
vector,1,FLM1,31,0.206,0.2176,0.225,0.235,0.9562,0.9589
vector,1,FLM1,29,0.3876,0.2689,0.3829,0.4484,0.9234,0.9478
vector,1,FLM1,30,0.6238,0.6572,0.6715,0.6579,0.9286,0.9258
vector,1,FLM1,33,0.5399,0.5942,0.5821,0.5348,0.9345,0.925
vector,1,FLM1,28,0.2159,0.2556,0.2598,0.3161,0.9645,0.9581
vector,1,FLM1,42,0.4429,0.4951,0.3701,0.5407,0.9153,0.9028
vector,1,FLM1,43,0.4358,0.4513,0.4231,0.5292,0.8817,0.8821
vector,1,FLM1,41,0.5135,0.5575,0.551,0.5899,0.8854,0.8836
vector,1,FLM1,38,0.2183,0.2227,0.2265,0.302,0.9568,0.9541
vector,1,FLM1,40,0.317,0.3389,0.3472,0.3571,0.9514,0.9508
vector,1,FLM1,39,0.3087,0.337,0.3084,0.4037,0.9117,0.9007
vector,1,FLM1,35,0.2072,0.2332,0.2392,0.2102,0.9301,0.9176
vector,1,FLM1,34,0.328,0.2983,0.3377,0.4139,0.9033,0.9033
vector,1,FLM1,36,0.3541,0.4872,0.4109,0.4099,0.8856,0.8597
vector,1,FLM1,37,0.3746,0.4359,0.4376,0.3961,0.9366,0.9416
vector,1,FLM1,44,0.5646,0.6671,0.58,0.7688,0.8879,0.8521
vector,1,FLM1,46,0.5238,0.5836,0.5712,0.5446,0.9258,0.9122
vector,1,FLM1,45,0.3399,0.6688,0.3553,0.7342,0.8996,0.7962
vector,1,FLM1,48,0.4587,0.5928,0.4865,0.6341,0.9073,0.869
vector,1,FLM1,49,0.4579,0.4751,0.4996,0.4672,0.9526,0.9558
vector,1,FLM1,50,0.2186,0.2626,0.2188,0.2399,0.9627,0.9627
vector,1,FLM1,47,0.3216,0.4113,0.3057,0.3596,0.9662,0.957
vector,1,FLM1,54,0.4134,0.4461,0.3934,0.5709,0.901,0.8954
vector,1,FLM1,51,0.3544,0.8071,0.4249,0.3624,0.9448,0.9255
vector,1,FLM1,53,0.2371,0.3144,0.2642,0.296,0.9362,0.9172
vector,1,FLM1,52,0.3531,0.4271,0.4158,0.4343,0.9377,0.9262
vector,1,FLM1,57,0.2598,0.4603,0.3162,0.2838,0.9602,0.9445
vector,1,FLM1,55,0.2113,0.1814,0.2241,0.2661,0.9324,0.9388
vector,1,FLM1,56,0.1554,0.2948,0.1588,0.2039,0.9759,0.9566
vector,1,FLM1,60,0.2398,0.3163,0.2838,0.1982,0.9011,0.9047
vector,1,FLM1,61,0.2618,0.2948,0.2875,0.2953,0.938,0.9317
vector,1,FLM1,63,0.2507,0.3217,0.2943,0.3044,0.9483,0.9428
vector,1,FLM1,62,0.3967,0.3149,0.3963,0.5204,0.8938,0.9146
vector,1,FLM1,59,0.2728,0.363,0.3109,0.3797,0.9472,0.9338
vector,1,FLM1,58,0.5056,0.504,0.5181,0.6431,0.9314,0.9274
vector,1,FLM1,71,0.2653,0.343,0.2917,0.4533,0.9283,0.8852
vector,1,FLM1,65,0.2191,0.2337,0.241,0.287,0.9293,0.9248
vector,1,FLM1,70,0.1503,0.2336,0.171,0.2048,0.9354,0.9067
vector,1,FLM1,66,0.3316,0.3385,0.3313,0.3431,0.9611,0.9591
vector,1,FLM1,68,0.3148,0.3227,0.3285,0.3841,0.9475,0.9438
vector,1,FLM1,69,0.202,0.2328,0.2208,0.2195,0.9619,0.9536
vector,1,FLM1,67,0.6872,0.7672,0.8053,0.6762,0.834,0.8333
vector,1,FLM1,64,0.4411,0.4961,0.474,0.5052,0.8812,0.8709
vector,1,FLM1,75,0.2622,0.2876,0.2857,0.3392,0.8937,0.8863
vector,1,FLM1,76,0.1812,0.1655,0.2025,0.1973,0.929,0.9339
vector,1,FLM1,77,0.1905,0.2305,0.1967,0.2607,0.9639,0.9548
vector,1,FLM1,72,0.6345,0.6248,0.6462,0.6955,0.8785,0.8695
vector,1,FLM1,74,0.4387,0.4748,0.4884,0.5721,0.9314,0.9079
vector,1,FLM1,73,0.3115,0.3349,0.3119,0.399,0.9285,0.9037
vector,1,FLM1,83,0.3896,0.3837,0.4534,0.4444,0.9046,0.9099
vector,1,FLM1,82,0.7095,0.6249,0.7342,0.5908,0.9305,0.9443
vector,1,FLM1,78,0.1593,0.1807,0.1617,0.1513,0.964,0.9469
vector,1,FLM1,81,0.1799,0.1653,0.1767,0.2134,0.9318,0.9374
vector,1,FLM1,79,0.2707,0.2218,0.2905,0.2927,0.8827,0.9058
vector,1,FLM1,80,0.1484,0.1757,0.1646,0.1498,0.9764,0.9749
vector,1,FLM1,90,0.196,0.2491,0.214,0.2591,0.9504,0.9344
vector,1,FLM1,92,0.2227,0.2407,0.2226,0.2518,0.9489,0.9431
vector,1,FLM1,89,0.2991,0.3577,0.3233,0.4007,0.944,0.936
vector,1,FLM1,88,0.2247,0.2406,0.2441,0.307,0.9387,0.9348
vector,1,FLM1,87,0.2263,0.2555,0.2308,0.28,0.9388,0.9343
vector,1,FLM1,91,0.3067,0.2955,0.3251,0.3185,0.9375,0.9387
vector,1,FLM1,86,0.1502,0.1669,0.1674,0.1742,0.9671,0.9656
vector,1,FLM1,85,0.3189,0.3493,0.3483,0.3872,0.9505,0.9439
vector,1,FLM1,84,0.5086,0.4812,0.5076,0.684,0.9069,0.9025
vector,1,FLM1,98,0.3067,0.3269,0.3473,0.3016,0.9337,0.9379
vector,1,FLM1,100,0.3951,0.4373,0.4236,0.5173,0.8848,0.8789
vector,1,FLM1,97,0.3377,0.2841,0.3595,0.3312,0.9299,0.9353
vector,1,FLM1,99,0.4373,0.4559,0.4434,0.5854,0.9532,0.9446
vector,1,FLM1,95,0.2154,0.2252,0.2151,0.2981,0.9427,0.9387
vector,1,FLM1,93,0.471,0.5159,0.4886,0.4918,0.8841,0.8821
vector,1,FLM1,96,0.3443,0.5343,0.3929,0.4578,0.9528,0.9345
vector,1,FLM1,94,0.4515,0.545,0.49,0.5348,0.9013,0.8701
vector,1,FLM2,21,0.4695,0.5794,0.494,0.5835,0.9313,0.9186
vector,1,FLM2,20,0.4587,0.4703,0.4633,0.5535,0.9438,0.9352
vector,1,FLM2,18,0.2126,0.2482,0.2085,0.3002,0.9258,0.9119
vector,1,FLM2,19,0.353,0.3799,0.3817,0.3815,0.9388,0.9265
vector,1,FLM2,24,0.6072,0.7749,0.6511,0.7319,0.9163,0.8979
vector,1,FLM2,22,0.3635,0.4044,0.4245,0.3181,0.8587,0.8511
vector,1,FLM2,5,0.4633,0.7937,0.5451,0.5654,0.9262,0.9086
vector,1,FLM2,9,0.2521,0.2361,0.2573,0.2996,0.9061,0.9144
vector,1,FLM2,10,0.337,0.2949,0.3916,0.329,0.9216,0.9277
vector,1,FLM2,4,0.2846,0.314,0.332,0.3692,0.9324,0.9272
vector,1,FLM2,13,0.1838,0.2247,0.2054,0.1907,0.9421,0.9343
vector,1,FLM2,11,0.3816,0.3482,0.3925,0.4052,0.9668,0.9656
vector,1,FLM2,17,0.1826,0.1842,0.184,0.2003,0.9457,0.9468
vector,1,FLM2,3,0.2843,0.3488,0.3124,0.4257,0.9127,0.9018
vector,1,FLM2,2,0.3223,0.442,0.3653,0.4734,0.9504,0.9373
vector,1,FLM2,14,0.3551,0.479,0.3902,0.4959,0.8622,0.8154
vector,1,FLM2,7,0.8473,0.7694,0.8687,1.017,0.8973,0.9121
vector,1,FLM2,12,0.5555,0.47,0.5951,0.6123,0.9485,0.9536
vector,1,FLM2,8,0.2695,0.4119,0.3186,0.3251,0.9154,0.8796
vector,1,FLM2,6,0.3071,0.3548,0.359,0.36,0.8889,0.881
vector,1,FLM2,23,0.5673,0.5562,0.6146,0.6479,0.8294,0.8192
vector,1,FLM2,16,0.3535,0.3713,0.3949,0.3364,0.9348,0.942
vector,1,FLM2,1,0.4034,0.5047,0.4353,0.5701,0.8539,0.8209
vector,1,FLM2,15,0.3765,0.445,0.3861,0.5171,0.9427,0.9288
vector,1,FLM2,25,0.2169,0.3031,0.243,0.2717,0.9856,0.9829
vector,1,FLM2,26,0.2683,0.269,0.285,0.2787,0.9348,0.9359
vector,1,FLM2,27,0.2886,0.2587,0.2974,0.3117,0.9558,0.9574
vector,1,FLM2,31,0.2037,0.2179,0.2225,0.2353,0.9567,0.9588
vector,1,FLM2,32,0.5348,0.7541,0.575,0.7493,0.9158,0.8864
vector,1,FLM2,29,0.3901,0.2688,0.3854,0.4483,0.9229,0.9478
vector,1,FLM2,30,0.6455,0.6696,0.6947,0.6703,0.926,0.9243
vector,1,FLM2,33,0.5646,0.6587,0.6087,0.5928,0.9314,0.9171
vector,1,FLM2,28,0.2258,0.2681,0.2716,0.3315,0.9628,0.956
vector,1,FLM2,42,0.4453,0.4902,0.3721,0.5354,0.9148,0.9038
vector,1,FLM2,43,0.4427,0.4472,0.4298,0.5245,0.8797,0.8838
vector,1,FLM2,41,0.5415,0.5837,0.581,0.6177,0.8788,0.8793
vector,1,FLM2,39,0.3389,0.3659,0.3386,0.4383,0.9026,0.892
vector,1,FLM2,38,0.2448,0.2259,0.254,0.3062,0.9514,0.9533
vector,1,FLM2,35,0.2025,0.2152,0.2337,0.1939,0.9317,0.9243
vector,1,FLM2,36,0.3622,0.4909,0.4204,0.413,0.8828,0.8582
vector,1,FLM2,37,0.374,0.4419,0.4369,0.4015,0.9367,0.9401
vector,1,FLM2,34,0.3601,0.3256,0.3708,0.4518,0.8933,0.8942
vector,1,FLM2,40,0.3645,0.3389,0.3993,0.3572,0.9439,0.951
vector,1,FLM2,46,0.5645,0.6189,0.6155,0.5776,0.9198,0.9066
vector,1,FLM2,54,0.425,0.4528,0.4044,0.5794,0.8981,0.8945
vector,1,FLM2,45,0.3733,0.6725,0.3903,0.7382,0.8892,0.7931
vector,1,FLM2,48,0.4815,0.6054,0.5106,0.6477,0.9025,0.8657
vector,1,FLM2,50,0.2647,0.3204,0.265,0.2927,0.9546,0.954
vector,1,FLM2,53,0.2427,0.3162,0.2705,0.2978,0.9347,0.9163
vector,1,FLM2,57,0.283,0.4852,0.3445,0.2992,0.9566,0.9412
vector,1,FLM2,44,0.6081,0.7844,0.6248,0.904,0.8787,0.8243
vector,1,FLM2,51,0.3642,0.8049,0.4367,0.3614,0.9432,0.9249
vector,1,FLM2,52,0.369,0.4168,0.4346,0.4238,0.9348,0.9293
vector,1,FLM2,49,0.4667,0.5265,0.5092,0.5178,0.9517,0.9507
vector,1,FLM2,55,0.2177,0.1848,0.2309,0.2712,0.9303,0.9382
vector,1,FLM2,60,0.254,0.3449,0.3006,0.2161,0.895,0.8913
vector,1,FLM2,56,0.163,0.291,0.1665,0.2012,0.9747,0.9571
vector,1,FLM2,61,0.276,0.3147,0.303,0.3152,0.9346,0.9272
vector,1,FLM2,47,0.3778,0.4654,0.3591,0.4069,0.9601,0.9516
vector,1,FLM2,63,0.2879,0.3586,0.3379,0.3393,0.9404,0.9352
vector,1,FLM2,62,0.4102,0.3205,0.4097,0.5296,0.89,0.9116
vector,1,FLM2,58,0.5109,0.5254,0.5236,0.6704,0.9306,0.9237
vector,1,FLM2,70,0.1719,0.2455,0.1956,0.2152,0.9257,0.9019
vector,1,FLM2,59,0.2982,0.3928,0.34,0.4108,0.9421,0.9283
vector,1,FLM2,66,0.3667,0.3353,0.3665,0.3398,0.9569,0.9595
vector,1,FLM2,69,0.2256,0.2469,0.2466,0.2328,0.9573,0.9513
vector,1,FLM2,68,0.325,0.3749,0.3391,0.4461,0.9458,0.9343
vector,1,FLM2,71,0.2908,0.3512,0.3197,0.4642,0.9211,0.8827
vector,1,FLM2,65,0.217,0.2629,0.2386,0.3229,0.93,0.9162
vector,1,FLM2,75,0.2645,0.2953,0.2882,0.3482,0.8927,0.8828
vector,1,FLM2,76,0.1836,0.1692,0.2051,0.2019,0.928,0.9323
vector,1,FLM2,77,0.2097,0.2674,0.2164,0.3025,0.9602,0.9478
vector,1,FLM2,73,0.3318,0.3388,0.3323,0.4036,0.9237,0.9028
vector,1,FLM2,74,0.5042,0.5612,0.5613,0.6762,0.9207,0.8896
vector,1,FLM2,72,0.6327,0.6317,0.6443,0.7031,0.8789,0.869
vector,1,FLM2,83,0.4387,0.4619,0.5105,0.535,0.8918,0.8886
vector,1,FLM2,81,0.2238,0.2107,0.2198,0.2721,0.9144,0.9193
vector,1,FLM2,79,0.2643,0.202,0.2837,0.2665,0.8857,0.9145
vector,1,FLM2,78,0.163,0.1839,0.1655,0.1541,0.9631,0.9463
vector,1,FLM2,80,0.1629,0.1759,0.1807,0.1499,0.974,0.9749
vector,1,FLM2,82,0.7132,0.6998,0.738,0.6615,0.9302,0.9381
vector,1,FLM2,92,0.2206,0.2339,0.2205,0.2448,0.9494,0.9453
vector,1,FLM2,90,0.2059,0.2452,0.2247,0.255,0.9479,0.9353
vector,1,FLM2,88,0.229,0.2571,0.2488,0.328,0.9375,0.9301
vector,1,FLM2,89,0.3139,0.3691,0.3393,0.4135,0.9412,0.9338
vector,1,FLM2,91,0.335,0.3216,0.3551,0.3466,0.9315,0.9332
vector,1,FLM2,87,0.2382,0.2789,0.2429,0.3057,0.9355,0.9278
vector,1,FLM2,67,0.6435,0.7028,0.7542,0.6194,0.8456,0.8486
vector,1,FLM2,85,0.3506,0.375,0.383,0.4156,0.9454,0.9399
vector,1,FLM2,86,0.1538,0.1636,0.1714,0.1708,0.9663,0.9663
vector,1,FLM2,64,0.4581,0.591,0.4923,0.6019,0.8763,0.8449
vector,1,FLM2,98,0.3429,0.387,0.3883,0.357,0.9256,0.9255
vector,1,FLM2,84,0.5277,0.5071,0.5266,0.7207,0.9032,0.8967
vector,1,FLM2,100,0.4194,0.4421,0.4497,0.523,0.8772,0.8764
vector,1,FLM2,95,0.2482,0.2546,0.2479,0.3369,0.9337,0.93
vector,1,FLM2,96,0.3533,0.5669,0.4031,0.4858,0.9515,0.9304
vector,1,FLM2,99,0.4716,0.4878,0.4781,0.6264,0.9495,0.9403
vector,1,FLM2,94,0.4339,0.5349,0.4709,0.5249,0.9053,0.8743
vector,1,FLM2,97,0.404,0.3579,0.4301,0.4173,0.9155,0.9177
vector,1,FLM2,93,0.4509,0.5245,0.4678,0.5001,0.8894,0.8801
vector,1,FN1,33,0.2666,0.389,0.2875,0.3502,0.9705,0.9523
vector,1,FN1,34,0.1464,0.1281,0.1507,0.1777,0.9582,0.9605
vector,1,FN1,55,0.08906,0.08131,0.09445,0.1193,0.9721,0.9723
vector,1,FN1,18,0.1038,0.1533,0.1018,0.1855,0.9647,0.9459
vector,1,FN1,40,0.09375,0.2006,0.1027,0.2114,0.9862,0.9721
vector,1,FN1,39,0.1072,0.1255,0.1071,0.1503,0.9741,0.9677
vector,1,FN1,11,0.1026,0.1126,0.1055,0.131,0.9914,0.9891
vector,1,FN1,58,0.1413,0.1311,0.1448,0.1673,0.9816,0.9814
vector,1,FN1,56,0.08945,0.1942,0.09138,0.1343,0.9868,0.9732
vector,1,FN1,48,0.0812,0.1231,0.08613,0.1316,0.9847,0.9748
vector,1,FN1,45,0.1034,0.2569,0.1081,0.2821,0.9707,0.9261
vector,1,FN1,50,0.109,0.1934,0.1091,0.1766,0.9822,0.9735
vector,1,FN1,25,0.09037,0.1922,0.1013,0.1722,0.9944,0.9899
vector,1,FN1,42,0.09924,0.1473,0.08293,0.1608,0.9824,0.9724
vector,1,FN1,62,0.1055,0.1364,0.1054,0.2255,0.9731,0.9626
vector,1,FN1,13,0.08007,0.1297,0.08944,0.1101,0.9756,0.9626
vector,1,FN1,54,0.09171,0.1162,0.08727,0.1487,0.9801,0.9749
vector,1,FN1,29,0.1042,0.09919,0.1029,0.1654,0.9806,0.9808
vector,1,FN1,2,0.09639,0.2178,0.1093,0.2333,0.986,0.9695
vector,1,FN1,44,0.0891,0.136,0.09154,0.1567,0.9835,0.9719
vector,1,FN1,28,0.09297,0.1098,0.1119,0.1358,0.986,0.983
vector,1,FN1,52,0.09826,0.1658,0.1157,0.1686,0.9839,0.9727
vector,1,FN1,1,0.09379,0.1117,0.1012,0.1262,0.9685,0.9638
vector,1,FN1,6,0.08011,0.151,0.09365,0.1532,0.9726,0.9506
vector,1,FN1,31,0.09601,0.1097,0.1049,0.1185,0.9808,0.9812
vector,1,FN1,17,0.08856,0.1176,0.08922,0.128,0.9748,0.9666
vector,1,FN1,3,0.09383,0.1417,0.1031,0.173,0.9734,0.9623
vector,1,FN1,21,0.08731,0.2111,0.09185,0.2126,0.9883,0.9716
vector,1,FN1,9,0.08045,0.1438,0.08212,0.1825,0.9719,0.9491
vector,1,FN1,26,0.1052,0.1424,0.1118,0.1476,0.9756,0.9662
vector,1,FN1,35,0.08495,0.1539,0.09805,0.1387,0.9727,0.9458
vector,1,FN1,37,0.09426,0.2133,0.1101,0.1939,0.9853,0.9726
vector,1,FN1,71,0.1012,0.1474,0.1112,0.1948,0.975,0.9569
vector,1,FN1,68,0.1546,0.1947,0.1613,0.2317,0.9762,0.9671
vector,1,FN1,30,0.08351,0.1813,0.08988,0.1815,0.9914,0.9806
vector,1,FN1,19,0.1007,0.1549,0.1089,0.1556,0.9839,0.9721
vector,1,FN1,16,0.1282,0.2236,0.1433,0.2026,0.9779,0.9663
vector,1,FN1,59,0.08769,0.1422,0.09995,0.1488,0.9846,0.9751
vector,1,FN1,27,0.1407,0.1826,0.145,0.22,0.9803,0.9714
vector,1,FN1,7,0.09841,0.1049,0.1009,0.1386,0.9896,0.9885
vector,1,FN1,43,0.1041,0.1317,0.1011,0.1545,0.9733,0.9672
vector,1,FN1,53,0.08041,0.1245,0.08959,0.1172,0.9789,0.9669
vector,1,FN1,8,0.1075,0.1885,0.1271,0.1488,0.9684,0.9457
vector,1,FN1,14,0.09274,0.1345,0.1019,0.1392,0.9665,0.9519
vector,1,FN1,60,0.07662,0.1863,0.09069,0.1167,0.971,0.9283
vector,1,FN1,79,0.0868,0.08411,0.09315,0.111,0.9644,0.9642
vector,1,FN1,36,0.07988,0.1845,0.0927,0.1553,0.9755,0.948
vector,1,FN1,4,0.0823,0.1153,0.09603,0.1355,0.9816,0.9749
vector,1,FN1,12,0.09924,0.1372,0.1063,0.1787,0.9916,0.9867
vector,1,FN1,64,0.2045,0.3136,0.2198,0.3194,0.9532,0.9253
vector,1,FN1,90,0.08485,0.1018,0.09261,0.1059,0.979,0.9738
vector,1,FN1,22,0.09377,0.1857,0.1095,0.1461,0.9656,0.9315
vector,1,FN1,41,0.1279,0.2436,0.1372,0.2577,0.9741,0.952
vector,1,FN1,88,0.09491,0.1245,0.1031,0.1589,0.9756,0.9667
vector,1,FN1,32,0.08829,0.1518,0.09492,0.1508,0.9871,0.9786
vector,1,FN1,77,0.07701,0.178,0.07949,0.2014,0.9864,0.9646
vector,1,FN1,66,0.09433,0.1384,0.09426,0.1402,0.9895,0.9842
vector,1,FN1,94,0.08624,0.1591,0.09361,0.1561,0.9825,0.9643
vector,1,FN1,99,0.09492,0.1061,0.09623,0.1363,0.9901,0.9873
vector,1,FN1,23,0.07968,0.1324,0.08632,0.1542,0.9802,0.9624
vector,1,FN1,20,0.09725,0.2142,0.09822,0.2521,0.9896,0.9713
vector,1,FN1,86,0.1023,0.1278,0.114,0.1335,0.9787,0.9745
vector,1,FN1,5,0.08708,0.2944,0.1025,0.2097,0.9872,0.967
vector,1,FN1,47,0.1252,0.293,0.1191,0.2561,0.9878,0.9716
vector,1,FN1,63,0.1191,0.1876,0.1398,0.1775,0.9766,0.9679
vector,1,FN1,51,0.06872,0.2962,0.0824,0.133,0.9896,0.9707
vector,1,FN1,65,0.07986,0.08873,0.08783,0.109,0.975,0.972
vector,1,FN1,57,0.08804,0.2361,0.1072,0.1456,0.9868,0.9724
vector,1,FN1,92,0.1044,0.1107,0.1043,0.1158,0.9775,0.9754
vector,1,FN1,95,0.0878,0.1643,0.08769,0.2174,0.9772,0.9527
vector,1,FN1,70,0.07479,0.1617,0.0851,0.1418,0.9685,0.9366
vector,1,FN1,61,0.09455,0.1647,0.1038,0.1649,0.9798,0.9637
vector,1,FN1,96,0.1125,0.1957,0.1283,0.1677,0.985,0.9769
vector,1,FN1,76,0.07321,0.107,0.08181,0.1277,0.972,0.9579
vector,1,FN1,75,0.07862,0.112,0.08567,0.1321,0.9694,0.9567
vector,1,FN1,49,0.08469,0.3562,0.09242,0.3503,0.9928,0.9685
vector,1,FN1,78,0.0904,0.1297,0.09178,0.1087,0.9808,0.9622
vector,1,FN1,81,0.1043,0.08913,0.1025,0.1151,0.9611,0.9667
vector,1,FN1,80,0.08826,0.1578,0.09792,0.1345,0.9861,0.9775
vector,1,FN1,98,0.1378,0.2289,0.156,0.2111,0.971,0.9575
vector,1,FN1,72,0.08607,0.1597,0.08766,0.1778,0.9853,0.9684
vector,1,FN1,84,0.1016,0.1398,0.1014,0.1987,0.9829,0.9726
vector,1,FN1,87,0.08512,0.1232,0.08679,0.135,0.9776,0.9689
vector,1,FN1,38,0.09809,0.1135,0.1018,0.1538,0.9818,0.9776
vector,1,FN1,89,0.08981,0.1799,0.09708,0.2015,0.9839,0.9691
vector,1,FN1,91,0.1003,0.1538,0.1063,0.1658,0.9803,0.9689
vector,1,FN1,93,0.1112,0.1777,0.1154,0.1694,0.9759,0.9624
vector,1,FN1,100,0.08857,0.2286,0.09497,0.2704,0.9759,0.9481
vector,1,FN1,73,0.09107,0.1365,0.0912,0.1627,0.9806,0.9633
vector,1,FN1,46,0.1058,0.3051,0.1154,0.2848,0.987,0.9528
vector,1,FN1,69,0.09,0.1471,0.09836,0.1387,0.9834,0.9713
vector,1,FN1,85,0.09334,0.2011,0.102,0.2229,0.986,0.9678
vector,1,FN1,82,0.09086,0.199,0.09402,0.1881,0.9923,0.9827
vector,1,FN1,67,0.07235,0.1888,0.08479,0.1663,0.984,0.9613
vector,1,FN1,97,0.07868,0.1672,0.08376,0.195,0.985,0.9629
vector,1,FN1,74,0.1067,0.2311,0.1188,0.2784,0.9839,0.9559
vector,1,FN1,10,0.06844,0.156,0.07953,0.174,0.9854,0.9647
vector,1,FN1,83,0.08587,0.2307,0.09992,0.2671,0.9813,0.9476
vector,1,FN1,15,0.09118,0.1402,0.0935,0.163,0.9865,0.9782
vector,1,FN1,24,0.1161,0.2906,0.1245,0.2745,0.986,0.9641
vector,1,NN1,21,0.07655,0.2223,0.08053,0.2239,0.9895,0.97
vector,1,NN1,20,0.08241,0.2197,0.08323,0.2586,0.9912,0.9709
vector,1,NN1,24,0.06934,0.2272,0.07435,0.2146,0.9913,0.9717
vector,1,NN1,19,0.07721,0.1772,0.08349,0.1779,0.9893,0.9681
vector,1,NN1,22,0.06662,0.1941,0.0778,0.1527,0.976,0.9282
vector,1,NN1,23,0.08148,0.1579,0.08828,0.1839,0.9795,0.9541
vector,1,NN1,18,0.06684,0.1611,0.06554,0.1949,0.9774,0.9433
vector,1,NN1,25,0.06849,0.2433,0.07674,0.2181,0.9957,0.9876
vector,1,NN1,5,0.07249,0.3763,0.0853,0.2681,0.9889,0.9581
vector,1,NN1,7,0.07519,0.09428,0.07709,0.1246,0.9917,0.9893
vector,1,NN1,9,0.0684,0.1885,0.06982,0.2392,0.9757,0.932
vector,1,NN1,8,0.06386,0.2407,0.07548,0.1899,0.9818,0.937
vector,1,NN1,27,0.08895,0.2048,0.09167,0.2467,0.988,0.9678
vector,1,NN1,11,0.07167,0.1105,0.0737,0.1285,0.9945,0.99
vector,1,NN1,6,0.06436,0.1853,0.07523,0.188,0.9792,0.9408
vector,1,NN1,13,0.07511,0.152,0.0839,0.129,0.978,0.9593
vector,1,NN1,17,0.0799,0.1557,0.08049,0.1694,0.9779,0.9555
vector,1,NN1,12,0.07374,0.1158,0.079,0.1509,0.9933,0.9886
vector,1,NN1,16,0.06758,0.2097,0.07549,0.19,0.9882,0.9655
vector,1,NN1,14,0.07342,0.1851,0.08068,0.1916,0.9737,0.9334
vector,1,NN1,26,0.05994,0.1599,0.06366,0.1656,0.9859,0.9618
vector,1,NN1,4,0.06655,0.09939,0.07765,0.1169,0.9856,0.9781
vector,1,NN1,15,0.08808,0.1301,0.09031,0.1512,0.9873,0.9796
vector,1,NN1,10,0.06898,0.1484,0.08015,0.1656,0.9853,0.9664
vector,1,NN1,1,0.07192,0.1333,0.0776,0.1506,0.9766,0.9572
vector,1,NN1,32,0.07545,0.1523,0.08111,0.1513,0.9889,0.9782
vector,1,NN1,3,0.06434,0.172,0.0707,0.2099,0.9811,0.9539
vector,1,NN1,2,0.05908,0.2502,0.06697,0.268,0.9915,0.966
vector,1,NN1,29,0.07671,0.1029,0.07579,0.1715,0.9856,0.9795
vector,1,NN1,42,0.08993,0.1836,0.07515,0.2005,0.9864,0.9681
vector,1,NN1,31,0.07204,0.1086,0.0787,0.1173,0.9855,0.9799
vector,1,NN1,30,0.07236,0.1842,0.07788,0.1844,0.9924,0.9799
vector,1,NN1,43,0.07081,0.1657,0.06875,0.1943,0.9818,0.9601
vector,1,NN1,28,0.05719,0.1258,0.0688,0.1555,0.9915,0.9809
vector,1,NN1,41,0.07765,0.2805,0.08331,0.2968,0.9841,0.943
vector,1,NN1,39,0.07888,0.1121,0.07883,0.1342,0.9799,0.9701
vector,1,NN1,33,0.07221,0.2075,0.07785,0.1868,0.9923,0.9761
vector,1,NN1,38,0.06106,0.1703,0.06337,0.2308,0.9895,0.9696
vector,1,NN1,46,0.2093,0.3003,0.2282,0.2802,0.9775,0.9562
vector,1,NN1,35,0.07734,0.1709,0.08926,0.154,0.9751,0.9379
